Timestamp,Price,stock_volume,amount_volume
2006/7/17,1682.887,32203933,19821153519
2006/7/18,1684.252,31405354,18528216194
2006/7/19,1645.16,35059830,20603536373
2006/7/20,1655.122,28661197,16518086754
2006/7/21,1665.328,29960489,16664622044
2006/7/24,1665.944,31184008,17329901789
2006/7/25,1685.461,34237801,19580630083
2006/7/26,1686.654,31167231,17543497616
2006/7/27,1675.168,36201831,20668131608
2006/7/28,1662.031,33268968,18805265844
2006/7/31,1612.733,33654486,19558733762
2006/8/1,1600.614,32310660,17900862653
2006/8/2,1600.872,27865763,15048503237
2006/8/3,1601.058,20822293,11909137046
2006/8/4,1570.15,25867054,14401225370
2006/8/7,1547.436,24099206,12761218183
2006/8/8,1580.577,23382998,12314675808
2006/8/9,1578.566,21636036,11468884412
2006/8/10,1606.065,26323136,13871479448
2006/8/11,1605.926,23451467,12306050014
2006/8/14,1570.738,25655050,13783639455
2006/8/15,1595.657,20259214,10942039774
2006/8/16,1616.41,28563998,15316278115
2006/8/17,1603.332,23391904,12166972224
2006/8/18,1598.018,23974248,11727798657
2006/8/21,1601.15,23374318,11999189682
2006/8/22,1613.355,26701211,15163018038
2006/8/23,1612.396,27212907,15455406413
2006/8/24,1623.017,25061297,13593692277
2006/8/25,1623.034,27821614,15295238075
2006/8/28,1650.438,39341243,21633007200
2006/8/29,1651.024,48050411,27063623012
2006/8/30,1655.195,31442858,17230948785
2006/8/31,1658.638,35135016,19087552034
2006/9/1,1636.691,35954575,19724461614
2006/9/4,1657.52,33093426,17623874059
2006/9/5,1664.078,40533493,21946288118
2006/9/6,1672.121,33579623,18255683937
2006/9/7,1661.19,31522754,17524649356
2006/9/8,1667.984,26552028,14102795466
2006/9/11,1674.966,30590529,16797589937
2006/9/12,1695.862,37390453,19830545528
2006/9/13,1689.389,43045691,22716904831
2006/9/14,1689.692,33888258,18576806055
2006/9/15,1721.045,47032307,24114644123
2006/9/18,1732.987,44840062,23708204983
2006/9/19,1735.241,43455330,23210633044
2006/9/20,1732.453,38836571,20820855388
2006/9/21,1740.901,39533146,21484098198
2006/9/22,1725.361,44777828,25509820069
2006/9/25,1722.366,40168093,22960247678
2006/9/26,1712.637,33134530,18519170789
2006/9/27,1725.039,29247158,16391910546
2006/9/28,1736.963,33979858,19916525560
2006/9/29,1752.424,41236285,23462273270
2006/10/9,1785.385,52935143,29082449931
2006/10/10,1784.862,55136493,31459190780
2006/10/11,1790.104,49283882,26310183670
2006/10/12,1778.181,53169046,28132397508
2006/10/13,1784.656,42539842,23393102979
2006/10/16,1771.299,46766160,24779036373
2006/10/17,1763.901,39262344,21755132328
2006/10/18,1787.185,36810563,20404556378
2006/10/19,1792.253,41490607,22721449337
2006/10/20,1790.364,41461599,23549793784
2006/10/23,1759.394,44441085,24576748184
2006/10/24,1805.181,39911206,22516170682
2006/10/25,1806.646,44512259,25910017016
2006/10/26,1810.646,48737082,25537889287
2006/10/27,1807.175,73748923,34485707306
2006/10/30,1809.656,45335944,23152813095
2006/10/31,1837.993,46557135,24779224834
2006/11/1,1855.713,47783526,27078206738
2006/11/2,1851.314,51741725,28282302772
2006/11/3,1866.362,49860720,26789660848
2006/11/6,1886.307,49544517,27619541180
2006/11/7,1889.53,54849074,31760892116
2006/11/8,1866.817,37770454,22090043817
2006/11/9,1896.482,44096182,25651081752
2006/11/10,1883.347,62809427,34716751200
2006/11/13,1863.765,50016729,27755542388
2006/11/14,1888.239,43188028,23697796932
2006/11/15,1922.935,46682441,26782036853
2006/11/16,1941.547,63983566,34948670491
2006/11/17,1971.793,49418740,27537479766
2006/11/20,2017.279,59146901,33369678524
2006/11/21,2037.552,53894076,32648156629
2006/11/22,2041.355,64881669,39066635210
2006/11/23,2062.363,60721945,34778737368
2006/11/24,2050.812,61232080,36224819029
2006/11/27,2047.277,57840031,35582112455
2006/11/28,2038.721,55070638,33574996036
2006/11/29,2054.091,56002280,34340079919
2006/11/30,2099.289,72779731,44083104306
2006/12/1,2102.049,76178964,48697920471
2006/12/4,2161.648,87232790,53276474809
2006/12/5,2173.285,88157171,55124102088
2006/12/6,2156.604,104347807,62689425164
2006/12/7,2156.75,99278766,59313113556
2006/12/8,2093.638,80889719,47201607028
2006/12/11,2180.496,62676017,37029535686
2006/12/12,2218.951,70191776,42334761701
2006/12/13,2223.455,57492749,36314222617
2006/12/14,2249.11,58439320,37212845035
2006/12/15,2273.908,60611949,40412388744
2006/12/18,2332.434,78252193,52385973039
2006/12/19,2364.177,87054928,56275481965
2006/12/20,2373.205,78298935,49596491202
2006/12/21,2342.938,83182551,53018987601
2006/12/22,2343.668,70484620,46072199864
2006/12/25,2435.762,73939450,47815717698
2006/12/26,2479.732,72261492,44811517142
2006/12/27,2536.387,72118218,45140881899
2006/12/28,2567.594,78718941,50519293382
2006/12/29,2675.474,86769012,59092790033
2007/1/4,2715.719,120156021,83945528497
2007/1/5,2641.334,106155625,70128701946
2007/1/8,2707.199,106813244,72165879323
2007/1/9,2807.804,110751267,86221973459
2007/1/10,2825.576,111769365,79050663277
2007/1/11,2770.11,121598717,83986726356
2007/1/12,2668.11,107303768,73434040960
2007/1/15,2794.701,91761561,66939481014
2007/1/16,2821.017,111178574,83325769117
2007/1/17,2778.9,127377480,96777586649
2007/1/18,2756.983,112313956,84133817342
2007/1/19,2832.207,122061894,89644076225
2007/1/22,2933.19,138576090,1.03E+11
2007/1/23,2949.144,142791803,1.09E+11
2007/1/24,2975.129,122056790,97516182441
2007/1/25,2857.365,117197215,92960236867
2007/1/26,2882.558,109599131,84624396154
2007/1/29,2945.263,112067906,89180334010
2007/1/30,2930.562,111931721,87664383237
2007/1/31,2786.335,114265970,86136968623
2007/2/1,2785.432,93443531,69672869134
2007/2/2,2673.212,85446236,65092192877
2007/2/5,2612.537,69224512,54541808882
2007/2/6,2675.697,86629950,68761575726
2007/2/7,2716.175,94883764,77315160642
2007/2/8,2737.732,88434295,69597596590
2007/2/9,2730.386,80874438,62974673347
2007/2/12,2807.174,79009403,63455731244
2007/2/13,2831.872,79001671,62209741474
2007/2/14,2905.093,94044555,74326325650
2007/2/15,2993.008,108831177,86918918792
2007/2/16,2998.474,117921722,94064924161
2007/2/26,3040.599,112056992,91054567401
2007/2/27,2771.791,161375663,1.29E+11
2007/2/28,2881.073,121479168,95421808405
2007/3/1,2797.19,127364860,1.07E+11
2007/3/2,2831.526,93943965,74931594366
2007/3/5,2785.306,106910584,84960180835
2007/3/6,2840.175,77040486,63993290649
2007/3/7,2896.594,87913930,73844900602
2007/3/8,2928.015,88955123,73782479702
2007/3/9,2937.91,107139105,89725963574
2007/3/12,2954.914,101542444,85496576407
2007/3/13,2964.794,107189316,88657286547
2007/3/14,2906.334,113730739,93829876741
2007/3/15,2951.698,101745754,86641125793
2007/3/16,2930.481,122681308,1.05E+11
2007/3/19,3014.442,109971752,94819910144
2007/3/20,3032.195,92761890,81627441312
2007/3/21,3057.38,99190127,89306939158
2007/3/22,3071.225,126065545,1.13E+11
2007/3/23,3074.286,118686417,1.05E+11
2007/3/26,3122.811,122660537,1.10E+11
2007/3/27,3138.826,124578931,1.14E+11
2007/3/28,3173.018,167267939,1.51E+11
2007/3/29,3197.537,149539661,1.40E+11
2007/3/30,3183.983,89424006,82999416766
2007/4/2,3252.595,97350446,93299356849
2007/4/3,3291.299,108601391,1.07E+11
2007/4/4,3291.542,112616107,1.13E+11
2007/4/5,3319.14,114528051,1.14E+11
2007/4/6,3323.585,119644881,1.22E+11
2007/4/9,3398.95,137314104,1.40E+11
2007/4/10,3444.291,147807284,1.53E+11
2007/4/11,3495.224,147572114,1.56E+11
2007/4/12,3531.029,135389879,1.48E+11
2007/4/13,3518.267,150695876,1.66E+11
2007/4/16,3596.441,131039101,1.46E+11
2007/4/17,3611.87,160660646,1.76E+11
2007/4/18,3612.396,150485424,1.67E+11
2007/4/19,3449.016,172725541,1.88E+11
2007/4/20,3584.204,138889292,1.56E+11
2007/4/23,3710.886,163498116,1.83E+11
2007/4/24,3720.532,174389341,2.04E+11
2007/4/25,3743.959,151763061,1.75E+11
2007/4/26,3783.063,117256968,1.42E+11
2007/4/27,3759.867,132175456,1.63E+11
2007/4/30,3841.272,146525713,1.86E+11
2007/5/8,3950.011,160568200,2.05E+11
2007/5/9,4013.085,208397449,2.55E+11
2007/5/10,4049.701,171113940,2.08E+11
2007/5/11,4021.678,140638210,1.83E+11
2007/5/14,4046.392,139326221,1.85E+11
2007/5/15,3899.178,156677553,2.05E+11
2007/5/16,3986.043,131719774,1.72E+11
2007/5/17,4048.293,139277988,1.88E+11
2007/5/18,4030.258,130756274,1.74E+11
2007/5/21,4072.225,156171062,2.10E+11
2007/5/22,4110.379,173562090,2.33E+11
2007/5/23,4173.709,161399478,2.19E+11
2007/5/24,4151.133,180984388,2.52E+11
2007/5/25,4179.776,154192860,2.21E+11
2007/5/28,4272.111,178615174,2.58E+11
2007/5/29,4334.924,172097642,2.49E+11
2007/5/30,4053.088,185596729,2.71E+11
2007/5/31,4109.654,173115312,2.40E+11
2007/6/1,4000.742,160934985,2.28E+11
2007/6/4,3670.401,114859357,1.46E+11
2007/6/5,3767.101,157137959,1.79E+11
2007/6/6,3776.317,145873852,1.75E+11
2007/6/7,3890.803,142366475,1.78E+11
2007/6/8,3913.135,135877192,1.79E+11
2007/6/11,3995.68,133842739,1.79E+11
2007/6/12,4072.138,149472398,2.05E+11
2007/6/13,4176.48,166948499,2.20E+11
2007/6/14,4115.209,138385604,1.86E+11
2007/6/15,4132.869,108665532,1.52E+11
2007/6/18,4253.348,128977748,1.82E+11
2007/6/19,4269.524,124581814,1.79E+11
2007/6/20,4181.323,135212775,1.92E+11
2007/6/21,4230.823,112919856,1.62E+11
2007/6/22,4091.445,119692037,1.68E+11
2007/6/25,3941.081,101606655,1.41E+11
2007/6/26,3973.371,93817469,1.22E+11
2007/6/27,4078.599,95113481,1.26E+11
2007/6/28,3914.204,97831610,1.27E+11
2007/6/29,3820.703,86099985,1.05E+11
2007/7/2,3836.294,74254060,89585502290
2007/7/3,3899.724,69749217,85506976110
2007/7/4,3816.165,56474777,72263450668
2007/7/5,3615.872,63405936,73755081218
2007/7/6,3781.348,80737241,92306322866
2007/7/9,3883.216,83480539,99410612113
2007/7/10,3853.021,76563334,93739498017
2007/7/11,3865.723,51353880,62299661073
2007/7/12,3915.991,55158363,70286328097
2007/7/13,3914.395,46024471,56375761362
2007/7/16,3821.916,47615280,58881864143
2007/7/17,3896.191,48712223,60523645457
2007/7/18,3930.06,62871834,80028948101
2007/7/19,3912.941,48737595,62965662475
2007/7/20,4058.853,83110646,1.05E+11
2007/7/23,4213.361,121668964,1.54E+11
2007/7/24,4210.329,110989252,1.42E+11
2007/7/25,4323.966,93950043,1.26E+11
2007/7/26,4346.458,99210669,1.33E+11
2007/7/27,4345.357,100245813,1.38E+11
2007/7/30,4440.769,112589768,1.54E+11
2007/7/31,4471.032,108561410,1.50E+11
2007/8/1,4300.563,126292874,1.71E+11
2007/8/2,4407.73,98278578,1.41E+11
2007/8/3,4560.774,115116672,1.74E+11
2007/8/6,4628.108,111707979,1.68E+11
2007/8/7,4651.225,116181085,1.80E+11
2007/8/8,4663.162,118909163,1.59E+11
2007/8/9,4754.095,97660198,1.38E+11
2007/8/10,4749.369,101867058,1.47E+11
2007/8/13,4820.064,114184714,1.62E+11
2007/8/14,4872.785,88568208,1.28E+11
2007/8/15,4869.883,90509675,1.31E+11
2007/8/16,4765.448,90538411,1.28E+11
2007/8/17,4656.574,91159048,1.34E+11
2007/8/20,4904.855,99152937,1.45E+11
2007/8/21,4955.207,104204109,1.56E+11
2007/8/22,4980.075,108110938,1.62E+11
2007/8/23,5032.494,99309428,1.53E+11
2007/8/24,5107.668,108995636,1.65E+11
2007/8/27,5150.118,116154244,1.76E+11
2007/8/28,5194.689,105436739,1.67E+11
2007/8/29,5109.427,100824139,1.62E+11
2007/8/30,5167.884,101210584,1.55E+11
2007/8/31,5218.825,103556261,1.57E+11
2007/9/3,5321.055,125779649,1.89E+11
2007/9/4,5294.045,120426368,1.86E+11
2007/9/5,5310.716,96240624,1.51E+11
2007/9/6,5393.66,106987966,1.65E+11
2007/9/7,5277.176,119841029,1.87E+11
2007/9/10,5355.287,102368235,1.53E+11
2007/9/11,5113.968,110055262,1.70E+11
2007/9/12,5172.627,97058855,1.49E+11
2007/9/13,5273.592,86550216,1.41E+11
2007/9/14,5312.182,94673912,1.52E+11
2007/9/17,5421.392,105638609,1.67E+11
2007/9/18,5425.208,102690994,1.68E+11
2007/9/19,5395.265,89725500,1.50E+11
2007/9/20,5470.065,86547205,1.43E+11
2007/9/21,5454.674,92838809,1.51E+11
2007/9/24,5485.013,81798471,1.42E+11
2007/9/25,5425.88,96509579,1.42E+11
2007/9/26,5338.52,63608585,1.06E+11
2007/9/27,5409.403,58884300,96153707825
2007/9/28,5552.301,80631285,1.39E+11
2007/10/8,5692.755,95983083,1.56E+11
2007/10/9,5715.892,83289030,1.62E+11
2007/10/10,5771.464,92445344,1.65E+11
2007/10/11,5913.23,94709657,1.78E+11
2007/10/12,5903.264,119148432,2.19E+11
2007/10/15,6030.086,98707442,1.93E+11
2007/10/16,6092.057,88152159,1.64E+11
2007/10/17,6036.281,71312588,1.34E+11
2007/10/18,5825.282,69805425,1.30E+11
2007/10/19,5818.047,55224892,1.03E+11
2007/10/22,5667.332,54433674,95560238009
2007/10/23,5773.387,58453968,1.01E+11
2007/10/24,5843.109,60292831,1.09E+11
2007/10/25,5562.394,71714448,1.20E+11
2007/10/26,5589.631,51519175,87405045004
2007/10/29,5747.997,50164402,82105126005
2007/10/30,5897.193,54278820,90650586733
2007/10/31,5954.765,71029564,1.19E+11
2007/11/1,5914.285,64885103,1.11E+11
2007/11/2,5777.809,59541596,1.06E+11
2007/11/5,5634.452,64132597,1.55E+11
2007/11/6,5536.569,45068039,83589505632
2007/11/7,5601.783,42730328,76304024265
2007/11/8,5330.023,48924662,83761375819
2007/11/9,5315.54,47341262,80762049341
2007/11/12,5187.735,52582703,87430687546
2007/11/13,5158.118,49237316,83044466204
2007/11/14,5412.694,50992880,88064090042
2007/11/15,5365.267,47819419,80951217498
2007/11/16,5316.274,37387331,61636813375
2007/11/19,5269.817,41097731,63156668426
2007/11/20,5293.703,49057398,79327370645
2007/11/21,5214.225,41231609,65960121678
2007/11/22,4984.161,40370330,64731749519
2007/11/23,5032.13,30872962,50207938676
2007/11/26,4958.849,36755797,60055135786
2007/11/27,4861.111,30833864,52767856410
2007/11/28,4803.394,32756757,53258090310
2007/11/29,5003.333,50071545,81196484473
2007/11/30,4871.778,43314662,70500393745
2007/12/3,4868.611,53750775,70035318108
2007/12/4,4915.889,42835766,60774976314
2007/12/5,5042.654,54299786,79741842419
2007/12/6,5035.073,43159311,64467198004
2007/12/7,5091.756,49961574,71663449290
2007/12/10,5161.919,68817889,1.07E+11
2007/12/11,5175.076,66848427,1.06E+11
2007/12/12,5095.543,72156227,1.13E+11
2007/12/13,4958.043,67283324,1.05E+11
2007/12/14,5007.911,53052727,81629334280
2007/12/17,4876.761,63546722,1.02E+11
2007/12/18,4836.174,40558047,64859941016
2007/12/19,4941.784,56275775,86406307921
2007/12/20,5043.535,57742689,87842464915
2007/12/21,5101.779,66142705,1.03E+11
2007/12/24,5234.262,85080422,1.40E+11
2007/12/25,5201.181,71023624,1.25E+11
2007/12/26,5233.351,74458628,1.23E+11
2007/12/27,5308.889,87324184,1.47E+11
2007/12/28,5261.563,77187038,1.34E+11
2008/1/2,5272.814,76566609,1.33E+11
2008/1/3,5319.861,98510323,1.70E+11
2008/1/4,5361.574,80875238,1.46E+11
2008/1/7,5393.343,91933001,1.62E+11
2008/1/8,5386.531,102477863,1.85E+11
2008/1/9,5435.807,76805862,1.39E+11
2008/1/10,5456.541,96553285,1.74E+11
2008/1/11,5484.677,87724750,1.56E+11
2008/1/14,5497.901,78714090,1.42E+11
2008/1/15,5443.791,80719506,1.52E+11
2008/1/16,5290.606,89278341,1.62E+11
2008/1/17,5151.626,98941952,1.75E+11
2008/1/18,5180.514,68635625,1.18E+11
2008/1/21,4914.435,75643958,1.30E+11
2008/1/22,4559.751,92491351,1.55E+11
2008/1/23,4703.047,87963973,1.40E+11
2008/1/24,4717.734,90038158,1.49E+11
2008/1/25,4761.688,77928370,1.29E+11
2008/1/28,4419.294,69350257,1.09E+11
2008/1/29,4457.944,50356220,79564816502
2008/1/30,4417.849,55080037,92566887231
2008/1/31,4383.393,45141558,76189312077
2008/2/1,4320.767,59307142,96452528217
2008/2/4,4672.17,63374578,1.09E+11
2008/2/5,4599.696,52619684,93410147301
2008/2/13,4490.721,36914151,61549818305
2008/2/14,4552.316,34913005,57516976533
2008/2/15,4497.127,41386516,66980796498
2008/2/18,4568.151,55824610,92538618791
2008/2/19,4664.295,60663188,1.03E+11
2008/2/20,4567.026,66474653,1.15E+11
2008/2/21,4527.177,61309148,1.00E+11
2008/2/22,4370.285,67601983,1.10E+11
2008/2/25,4192.533,58811935,93047459906
2008/2/26,4238.179,55686631,89872770439
2008/2/27,4334.047,50524991,82967322680
2008/2/28,4299.513,47922253,75527784864
2008/2/29,4348.543,47835383,75515513719
2008/3/3,4438.265,78513840,1.25E+11
2008/3/4,4335.446,86956515,1.36E+11
2008/3/5,4292.654,74109680,1.14E+11
2008/3/6,4360.986,84932145,1.33E+11
2008/3/7,4300.515,56747402,92203521881
2008/3/10,4146.299,65682205,97355257730
2008/3/11,4165.878,51333439,79620807569
2008/3/12,4070.116,57224458,88663903677
2008/3/13,3971.257,63653400,96343796075
2008/3/14,3962.673,41407257,64286805135
2008/3/17,3820.048,49100273,73613176822
2008/3/18,3668.897,57861001,79535892252
2008/3/19,3761.605,61586643,88277827845
2008/3/20,3804.054,73262694,1.06E+11
2008/3/21,3796.576,65093464,96409712714
2008/3/24,3626.188,58959678,88537601512
2008/3/25,3629.619,52765336,77829673385
2008/3/26,3606.857,46251818,70507849558
2008/3/27,3411.493,55069866,76938808898
2008/3/28,3580.146,63291684,90291919934
2008/3/31,3472.713,47113469,66825473192
2008/4/1,3329.162,54831376,73093942424
2008/4/2,3347.882,65487286,86430288912
2008/4/3,3446.244,50889224,66413044115
2008/4/7,3599.618,60994537,84589696329
2008/4/8,3612.539,65484823,92719515541
2008/4/9,3413.907,59852049,81203386708
2008/4/10,3471.743,45455150,59699251838
2008/4/11,3492.893,43284244,58985569091
2008/4/14,3296.672,50311706,66952393944
2008/4/15,3348.353,44668457,59030368638
2008/4/16,3291.599,40091184,53205727027
2008/4/17,3222.741,45843305,62507958589
2008/4/18,3094.668,43665343,54581267300
2008/4/21,3116.977,59955293,79571085168
2008/4/22,3147.793,48787413,58797233750
2008/4/23,3278.33,66235125,86113923587
2008/4/24,3583.028,142066287,1.90E+11
2008/4/25,3557.749,129621021,1.85E+11
2008/4/28,3474.722,75744975,1.09E+11
2008/4/29,3523.405,67175250,99574311147
2008/4/30,3693.106,107617708,1.56E+11
2008/5/5,3761.009,99696916,1.48E+11
2008/5/6,3733.503,98932250,1.48E+11
2008/5/7,3579.147,90497143,1.34E+11
2008/5/8,3656.839,75173242,1.09E+11
2008/5/9,3613.494,87898425,1.29E+11
2008/5/12,3626.982,79891220,1.17E+11
2008/5/13,3560.243,90747177,1.23E+11
2008/5/14,3657.432,88592078,1.22E+11
2008/5/15,3637.324,83955322,1.13E+11
2008/5/16,3624.233,64812853,89546567704
2008/5/19,3604.761,48450165,67598479734
2008/5/20,3443.162,66377053,88932320447
2008/5/21,3544.186,73641076,96569945231
2008/5/22,3485.63,68504703,93894974582
2008/5/23,3473.091,59950559,76183956588
2008/5/26,3364.544,52776596,67226185634
2008/5/27,3375.407,42499311,55213458049
2008/5/28,3459.026,52476760,68719496463
2008/5/29,3401.437,51439933,67304826844
2008/5/30,3433.354,48495407,64903877746
2008/6/2,3459.044,49186078,61959616284
2008/6/3,3436.398,56642494,69390159055
2008/6/4,3369.913,48038156,59171321529
2008/6/5,3351.645,41834663,53340180662
2008/6/6,3329.67,34763217,42763182378
2008/6/10,3072.333,50909546,60727533504
2008/6/11,3024.24,46939345,54181027485
2008/6/12,2957.532,49535824,56831225904
2008/6/13,2868.8,41069430,45180876471
2008/6/16,2874.103,40385924,43220736508
2008/6/17,2794.751,43298147,43840532576
2008/6/18,2941.115,66349803,69029288606
2008/6/19,2748.874,56795827,59626570971
2008/6/20,2831.736,74156830,79217445716
2008/6/23,2760.417,40670032,41900494857
2008/6/24,2803.019,48387231,49942894581
2008/6/25,2905.014,64819105,67510404545
2008/6/26,2901.85,65519228,69186564907
2008/6/27,2748.432,60529919,61718685206
2008/6/30,2736.103,38518854,40556340515
2008/7/1,2651.605,40681423,42996490238
2008/7/2,2651.725,40181793,43562554256
2008/7/3,2703.529,68146717,74072058340
2008/7/4,2669.892,57291928,62000179301
2008/7/7,2792.397,77405848,82037582147
2008/7/8,2814.947,80204680,87478469668
2008/7/9,2920.546,97026119,1.06E+11
2008/7/10,2875.45,90904841,99505895425
2008/7/11,2856.634,64820553,69789668051
2008/7/14,2878.256,54465923,59458811236
2008/7/15,2779.448,70915234,75183081177
2008/7/16,2705.867,60043922,60360593536
2008/7/17,2684.778,50842333,51451570137
2008/7/18,2778.367,57873500,59102962346
2008/7/21,2861.418,66487700,69669133696
2008/7/22,2846.117,61519107,65130356224
2008/7/23,2837.849,61497975,64221812149
2008/7/24,2910.292,72505445,77975696786
2008/7/25,2865.101,62531059,63867379931
2008/7/28,2903.012,62318792,64491646958
2008/7/29,2850.311,58632278,59263834814
2008/7/30,2836.668,48946884,48912863290
2008/7/31,2775.717,44530269,43577577230
2008/8/1,2801.817,49215419,50743916796
2008/8/4,2741.74,37170318,37566055922
2008/8/5,2690.746,42378552,42511686422
2008/8/6,2719.368,40605525,41130300109
2008/8/7,2727.577,39492121,38724122744
2008/8/8,2605.719,48507437,46304907755
2008/8/11,2470.074,47161450,41510408309
2008/8/12,2457.198,36632632,31055560371
2008/8/13,2446.297,41005231,35322519408
2008/8/14,2437.082,31305226,27731353259
2008/8/15,2450.61,31296068,27201868951
2008/8/18,2319.868,53656796,35866644286
2008/8/19,2344.469,38593821,27699092355
2008/8/20,2523.282,73736663,59038931793
2008/8/21,2431.716,61331990,51914051787
2008/8/22,2405.226,46284593,36347766869
2008/8/25,2413.374,33757217,26848283382
2008/8/26,2350.084,40979466,31328604024
2008/8/27,2342.147,40952604,32569013718
2008/8/28,2350.143,34752734,28602903065
2008/8/29,2397.369,46405768,37316396857
2008/9/1,2325.135,36265240,28678403207
2008/9/2,2304.891,34190291,25957452202
2008/9/3,2276.672,42250006,32463648806
2008/9/4,2277.411,34163089,25834811521
2008/9/5,2202.446,38608171,27970605034
2008/9/8,2143.421,37669497,27669314826
2008/9/9,2145.779,30722691,21768671830
2008/9/10,2150.759,39012042,28504635197
2008/9/11,2078.981,36441803,27236533711
2008/9/12,2079.673,30312475,22716506578
2008/9/16,1986.636,46223445,33820604460
2008/9/17,1929.047,45853472,32005441361
2008/9/18,1895.837,66333202,43437772072
2008/9/19,2075.091,58433536,41555012488
2008/9/22,2236.41,139930636,1.14E+11
2008/9/23,2201.51,100165152,77600430791
2008/9/24,2216.811,64547818,49021260465
2008/9/25,2297.501,101230404,83512907016
2008/9/26,2293.784,78259307,66635113117
2008/10/6,2173.738,60938137,47348416157
2008/10/7,2157.839,56902611,47167609080
2008/10/8,2092.224,50759473,40761269628
2008/10/9,2074.583,45071001,35875033478
2008/10/10,2000.572,54077527,38454349958
2008/10/13,2073.568,56633806,41943161643
2008/10/14,2017.321,68042483,53353969196
2008/10/15,1994.667,40817957,29604089410
2008/10/16,1909.941,50672447,35148740337
2008/10/17,1930.651,38647298,26152709540
2008/10/20,1974.006,44569785,32116330019
2008/10/21,1958.529,54096739,38697702640
2008/10/22,1895.822,48310367,32351379339
2008/10/23,1875.561,47830065,32972464801
2008/10/24,1839.621,46244580,31704770170
2008/10/27,1723.351,50534797,32207683928
2008/10/28,1771.821,59847441,39753246774
2008/10/29,1719.812,52188518,35421622163
2008/10/30,1763.607,53560920,35407672682
2008/10/31,1728.786,40219619,25155807727
2008/11/3,1719.774,35858333,23130131374
2008/11/4,1706.703,39253457,23806945355
2008/11/5,1760.609,60317911,37571925290
2008/11/6,1717.722,45680712,27071743425
2008/11/7,1747.713,46807658,28642256306
2008/11/10,1874.801,91273263,56867292119
2008/11/11,1843.607,90879185,56734541210
2008/11/12,1859.11,65873321,40990801856
2008/11/13,1927.613,121067441,78179424925
2008/11/14,1986.438,130439493,87849964152
2008/11/17,2030.485,136840656,90212326476
2008/11/18,1902.43,156698879,1.01E+11
2008/11/19,2017.474,128809645,84200307892
2008/11/20,1983.76,130840578,86046868710
2008/11/21,1969.389,127123084,83780374506
2008/11/24,1897.06,84519444,54807506516
2008/11/25,1888.715,69541174,45757936706
2008/11/26,1897.884,65140003,42237583195
2008/11/27,1917.861,122337126,83969160775
2008/11/28,1871.156,77722281,50507472562
2008/12/1,1894.615,81890353,52236308371
2008/12/2,1889.638,104288934,67566346386
2008/12/3,1965.414,134916124,89000038983
2008/12/4,2001.504,175952280,1.23E+11
2008/12/5,2018.656,118490336,80997863137
2008/12/8,2090.773,164973061,1.17E+11
2008/12/9,2037.74,145334179,1.04E+11
2008/12/10,2079.117,128251050,93077445923
2008/12/11,2031.681,121696744,87773804500
2008/12/12,1954.215,108147808,73375910942
2008/12/15,1964.374,81536951,55210424406
2008/12/16,1975.006,78328544,52832685888
2008/12/17,1976.819,97247278,68394891258
2008/12/18,2015.694,92160304,64930771689
2008/12/19,2018.463,102183392,72954018626
2008/12/22,1987.755,86820548,60430366505
2008/12/23,1897.225,98985955,66982772287
2008/12/24,1863.8,74495756,48333598104
2008/12/25,1852.419,64566147,42169635258
2008/12/26,1851.518,53256201,34864413042
2008/12/29,1850.48,55021399,37095629471
2008/12/30,1832.91,56466221,37852627021
2008/12/31,1820.805,50396099,33526169662
2009/1/5,1880.716,67136715,46100959083
2009/1/6,1937.145,99066756,69012567705
2009/1/7,1924.012,92360086,63931164740
2009/1/8,1878.181,80374000,55076814285
2009/1/9,1904.861,71224779,50131264134
2009/1/12,1900.347,83645557,59507232593
2009/1/13,1863.367,73836460,49268185747
2009/1/14,1928.869,87918051,64187216921
2009/1/15,1920.206,115984409,83224642456
2009/1/16,1954.438,132972538,1.00E+11
2009/1/19,1986.672,109401361,81124780587
2009/1/20,1994.107,74565389,55559942615
2009/1/21,1985.016,87289198,68074243531
2009/1/22,2004.951,88284495,66506084643
2009/1/23,1990.657,85967706,62932392386
2009/2/2,2011.683,84766272,61818715800
2009/2/3,2060.808,134407694,96712688397
2009/2/4,2107.749,151785867,1.11E+11
2009/2/5,2098.018,165352197,1.25E+11
2009/2/6,2181.239,160860189,1.21E+11
2009/2/9,2224.714,192312686,1.50E+11
2009/2/10,2265.161,172587361,1.36E+11
2009/2/11,2260.82,209328074,1.72E+11
2009/2/12,2248.091,173976848,1.42E+11
2009/2/13,2320.792,199715512,1.64E+11
2009/2/16,2389.387,211427610,1.78E+11
2009/2/17,2319.441,198117836,1.69E+11
2009/2/18,2209.862,162461879,1.35E+11
2009/2/19,2227.125,129844050,1.08E+11
2009/2/20,2261.478,128938105,1.09E+11
2009/2/23,2305.777,160289118,1.39E+11
2009/2/24,2200.654,183853106,1.58E+11
2009/2/25,2206.574,152376898,1.32E+11
2009/2/26,2121.251,148638852,1.27E+11
2009/2/27,2082.852,122905210,98102105111
2009/3/2,2093.447,87462587,72211341967
2009/3/3,2071.431,97781728,79994309136
2009/3/4,2198.107,154811275,1.28E+11
2009/3/5,2221.076,182441105,1.54E+11
2009/3/6,2193.007,123863233,1.05E+11
2009/3/9,2118.748,124300647,1.04E+11
